"","ID","TimeS","Month","Usable","Rock_per","DNR","Soil_per","Soil_type","Vegetation_per","Vegetation_height","DNV","DNV_height","Concealment","Set","LocationN","LocationE","N","Y"
"64","CA52",15,"May","",100,0,0,"Gravel_allu",0,0,0.7,0.5,"Over_50","Test",30.73326,104.99224,0.624,0.376
"65","CA53",18,"May","",100,0,0,"Gravel_allu",0,0,0.5,0.6,"Over_50","Test",30.78014,104.98585,0.556,0.444
"66","CA54",11,"Oct","",40,0,60,"Gravel_allu",0,0,0.75,0.4,"Less_50","Test",30.77256,105.02015,0.774,0.226
"67","CA57",20,"Jul","",20,0,80,"Gravel_allu",0,0,0.6,0.2,"0","Test",30.76977,105.02154,0.626,0.374
"68","CA60",12,"Oct","",50,0,50,"Gravel_allu",0,0,0.75,0.3,"Over_50","Test",30.71345,104.97089,0.78,0.22
"69","CA61",12,"May","",100,0,0,"Gravel_allu",0,0,0.7,0.5,"Over_50","Test",30.73058,104.99021,0.554,0.446
"70","CA62",7,"May","",90,0,10,"Gravel_allu",0,0,1,1,"Over_50","Test",30.73272,104.98869,0.65,0.35
"71","CA62",11,"Sep","",90,0,10,"Gravel_allu",0,0,0.6,0.3,"Over_50","Test",30.73256,104.98865,0.728,0.272
"72","CA62",18,"May","",90,0,10,"Gravel_allu",0,0,1,1,"Over_50","Test",30.73275,104.98868,0.574,0.426
"73","CA62",18,"May","",90,0,10,"Gravel_allu",0,0,1,1,"Over_50","Test",30.73275,104.9887,0.574,0.426
"74","CA63",10,"Jul","",100,0,0,"Gravel_allu",0,0,0.6,0.5,"Over_50","Test",30.77313,105.0134,0.492,0.508
"75","CA63",21,"May","",30,0,70,"Gravel_allu",0,0,1,0.2,"0","Test",30.77431,105.01296,0.828,0.172
"76","CA64",8,"Apr","",90,0,10,"Gravel_allu",0,0,0.5,0.3,"Over_50","Test",30.73586,104.97804,0.442,0.558
"77","CA64",11,"Oct","",100,0,0,"Gravel_allu",0,0,0.6,0.3,"Over_50","Test",30.73608,104.97803,0.81,0.19
"78","CA64",16,"Sep","",100,0,0,"Gravel_allu",0,0,0.7,1,"Over_50","Test",30.72906,104.98164,0.762,0.238
"79","CA65",11,"Apr","",100,0,0,"Gravel_allu",0,0,0.7,0.7,"Over_50","Test",30.74438,105.01018,0.46,0.54
"80","CA65",16,"Apr","",40,0,60,"Gravel_allu",0,0,0.5,0.4,"Over_50","Test",30.74517,105.00977,0.338,0.662
"81","CA65",17,"Apr","",100,0,0,"Gravel_allu",0,0,0.7,0.7,"Over_50","Test",30.74437,105.01012,0.42,0.58
"82","CA66",10,"Apr","",100,0,0,"Gravel_allu",0,0,0.7,0.4,"Over_50","Test",30.73117,104.98763,0.584,0.416
"83","CA66",16,"Apr","",100,0,0,"Gravel_allu",0,0,0.6,0.4,"Over_50","Test",30.7306,104.98759,0.412,0.588
"84","CA66",18,"Aug","",100,0,0,"Gravel_allu",0,0,0.5,0.6,"Over_50","Test",30.72761,104.98422,0.508,0.492
"85","CA67",17,"Jun","",100,0,0,"Gravel_allu",0,0,1,0.4,"Over_50","Test",30.78715,104.98792,0.372,0.628
"86","CA67",22,"Aug","",30,0,70,"Gravel_allu",0,0,0.6,0.5,"0","Test",30.78679,104.98804,0.738,0.262
"87","CA68",15,"Apr","",50,0,50,"Gravel_allu",0,0,0.7,0.3,"Over_50","Test",30.73894,104.98573,0.33,0.67
"88","CA69",19,"Sep","",100,0,0,"Gravel_allu",0,0,0.7,0.3,"Over_50","Test",30.77419,105.01284,0.666,0.334
"89","CA70",8,"May","",40,0,60,"Gravel_allu",0,0,0.6,0.2,"0","Test",30.77322,105.01662,0.628,0.372
"90","CA70",12,"Apr","",100,0,0,"Gravel_allu",0,0,0.7,0.4,"Over_50","Test",30.77177,105.01511,0.406,0.594
"91","CA70",15,"Apr","",100,0,0,"Gravel_allu",0,0,0.7,0.3,"Over_50","Test",30.77094,105.01578,0.382,0.618
"92","CA70",21,"Jul","",100,0,0,"Gravel_allu",0,0,3.5,1.5,"0","Test",30.77162,105.01714,0.602,0.398
"93","CA72",14,"Apr","",80,0,20,"Gravel_allu",0,0,0.6,0.3,"Over_50","Test",30.72854,104.9893,0.428,0.572
"94","CA72",17,"Apr","",80,0,20,"Gravel_allu",0,0,0.6,0.3,"Over_50","Test",30.72851,104.9893,0.45,0.55
"95","CA72",20,"Aug","",100,0,0,"Gravel_allu",0,0,0.5,0.3,"Over_50","Test",30.73315,104.98915,0.588,0.412
"96","CA73",8,"Jul","",100,0,0,"Gravel_allu",0,0,0.5,0.6,"Over_50","Test",30.73159,104.98477,0.614,0.386
"97","CA73",19,"Jul","",40,0,60,"Gravel_allu",0,0,0.6,0.5,"Over_50","Test",30.73184,104.98475,0.606,0.394
"98","CA74",11,"May","",100,0,0,"Gravel_allu",0,0,0.8,0.4,"Over_50","Test",30.73582,105.0034,0.606,0.394
"99","CA74",11,"Apr","",100,0,0,"Gravel_allu",0,0,0.7,1,"Less_50","Test",30.73599,105.00376,0.466,0.534
"100","CA76",11,"May","",100,0,0,"Gravel_allu",0,0,0.6,0.6,"Over_50","Test",30.78712,105.98831,0.608,0.392
"101","CA76",12,"Apr","",100,0,0,"Gravel_allu",0,0,0.8,0.3,"Over_50","Test",30.74439,105.01237,0.402,0.598
"102","CA66",20,"Jun","",0,0.5,100,"Gravel_allu",0,0,0.6,0.3,"0","Test",30.73028,104.98376,0.432,0.568
"103","CA57",18,"Aug","",0,0.6,100,"Gravel_allu",0,0,0.7,0.4,"0","Test",30.77667,105.03175,0.562,0.438
"104","CA65",19,"Aug","",0,0.6,100,"Gravel_allu",0,0,0.6,0.3,"0","Test",30.74453,105.00751,0.59,0.41
"105","CA66",21,"Jun","",0,0.6,100,"Gravel_allu",0,0,1,0.3,"0","Test",30.73008,104.98395,0.506,0.494
"106","CA54",20,"Jul","",0,0.7,100,"Gravel_allu",0,0,0.6,1,"0","Test",30.77374,105.02415,0.546,0.454
"107","CA68",9,"Jun","",0,1,100,"Gravel_allu",0,0,1.5,0.8,"0","Test",30.73647,104.98302,0.494,0.506
"108","CA68",18,"Aug","",0,1,100,"Gravel_allu",0,0,0.7,0.3,"0","Test",30.73699,104.98708,0.562,0.438
"109","CA68",8,"Apr","",0,1.2,100,"Gravel_allu",0,0,0.8,1,"0","Test",30.73767,104.98401,0.574,0.426
"110","CA54",0,"Sep","",0,1.25,100,"Gravel_allu",0,0,0.75,0.25,"0","Test",30.77256,105.01958,0.514,0.486
"111","CA55",22,"Sep","",0,2,100,"Gravel_allu",0,0,2,3,"0","Test",30.7279,104.97175,0.934,0.066
"112","CA59",22,"Jun","",0,2,100,"Gravel_allu",0,0,0.5,0.3,"0","Test",30.77573,105.01608,0.518,0.482
"113","CA61",23,"Jun","",0,2,100,"Gravel_allu",0,0,0.5,0.3,"0","Test",30.731,104.9898,0.41,0.59
"114","CA62",0,"Sep","",0,2,100,"Gravel_allu",0,0,0.6,1,"Less_50","Test",30.73266,104.98933,0.728,0.272
"115","CA64",20,"May","",0,2,100,"Gravel_allu",0,0,0.8,0.6,"0","Test",30.72949,104.97817,0.856,0.144
"116","CA66",18,"Sep","",0,2,100,"Gravel_allu",0,0,0.6,0.5,"0","Test",30.73029,104.98427,0.788,0.212
"117","CA66",19,"Jul","",0,2,100,"Gravel_allu",0,0,0.6,0.3,"0","Test",30.73102,104.98582,0.492,0.508
"118","CA57",8,"May","",0,2.5,100,"Gravel_allu",0,0,0.5,0.1,"0","Test",30.7708,105.0207,0.63,0.37
"119","CA61",21,"May","",0,2.5,100,"Gravel_allu",0,0,0.5,1.7,"Less_50","Test",30.73104,104.98959,0.852,0.148
"120","CA62",9,"Apr","",0,2.5,100,"Gravel_allu",0,0,0.8,0.7,"0","Test",30.73268,104.98863,0.638,0.362
"121","CA68",20,"May","",0,2.5,100,"Gravel_allu",0,0,0.5,0.2,"0","Test",30.73929,104.98537,0.838,0.162
"122","CA52",11,"Oct","",0,4,100,"Gravel_allu",0,0,1,0.3,"0","Test",30.73392,104.99106,0.66,0.34
"123","CA52",21,"Sep","",0,5,100,"Gravel_allu",0,0,0.75,1,"0","Test",30.73395,104.99265,0.944,0.056
"124","CA58",22,"Jul","",0,5,100,"Gravel_allu",0,0,0.7,0.8,"Less_50","Test",30.73214,104.98878,0.592,0.408
"125","CA63",10,"Aug","",0,7,100,"Gravel_allu",0,0,0.7,0.7,"0","Test",30.77141,105.01009,0.536,0.464
"126","CA57",22,"Jun","",0,10,100,"Gravel_allu",0,0,0.6,0.2,"0","Test",30.77121,105.02298,0.426,0.574
"127","CA59",17,"Jun","",0,10,100,"Gravel_allu",0,0,0.7,0.3,"Over_50","Test",30.77694,105.01843,0.21,0.79
"128","CA52",1,"Jul","",0,20,100,"Gravel_allu",0,0,1.5,0.75,"0","Test",30.73191,104.99136,0.086,0.914
"129","CA52",22,"Jun","",0,100,100,"Gravel_allu",0,0,1,0.5,"0","Test",30.72991,104.99043,0.652,0.348
"130","CA53",0,"Jun","",0,100,100,"Gravel_allu",0,0,0.6,0.2,"0","Test",30.78322,104.98434,0.25,0.75
"131","CA56",17,"Aug","",0,100,100,"Gravel_allu",0,0,0.7,0.7,"0","Test",30.7282,104.97165,0.702,0.298
"132","CA57",23,"Jun","",0,100,100,"Gravel_allu",0,0,0.6,0.2,"0","Test",30.77061,105.02232,0.442,0.558
"133","CA59",21,"Sep","",0,100,100,"Gravel_allu",0,0,0.75,0.75,"0","Test",30.77554,105.01727,0.568,0.432
"134","CA63",7,"Jun","",0,100,100,"Gravel_allu",0,0,0.5,0.3,"0","Test",30.77255,105.01374,0.552,0.448
"135","CA63",9,"Jun","",0,100,100,"Gravel_allu",0,0,0.8,0.5,"Over_50","Test",30.77494,105.0155,0.624,0.376
"136","CA63",22,"May","",0,100,100,"Gravel_allu",0,0,0.7,0.3,"0","Test",30.77509,105.01595,0.86,0.14
"137","CA66",21,"Jul","",0,100,100,"Gravel_allu",0,0,0.8,1,"0","Test",30.73169,104.98636,0.474,0.526
"138","CA67",23,"Sep","",0,100,100,"Gravel_allu",0,0,0.6,0.7,"0","Test",30.78819,104.98936,0.864,0.136
"139","CA68",7,"Aug","",0,100,100,"Gravel_allu",0,0,0.6,0.7,"0","Test",30.73526,104.98357,0.454,0.546
"140","CA68",8,"Oct","",0,100,100,"Gravel_allu",0,0,0.7,0.6,"0","Test",30.73784,104.98397,0.602,0.398
"141","CA69",11,"Apr","",0,100,100,"Gravel_allu",0,0,0.7,0.3,"Over_50","Test",30.77425,105.01641,0.36,0.64
"142","CA70",21,"May","",0,100,100,"Gravel_allu",0,0,0.7,0.3,"0","Test",30.77328,105.01463,0.622,0.378
"143","CA71",7,"Jun","",0,100,100,"Gravel_allu",0,0,0.6,0.8,"0","Test",30.73097,104.98838,0.552,0.448
"144","CA71",21,"Jun","",0,100,100,"Gravel_allu",0,0,1,0.7,"0","Test",30.731,104.98959,0.498,0.502
"145","CA76",22,"Jun","",0,100,100,"Gravel_allu",0,0,0.7,0.3,"0","Test",30.74077,105.01001,0.652,0.348
"146","CA53",23,"Sep","",60,0,20,"Gravel_allu",20,0.05,0,0.05,"0","Test",30.78099,104.98499,0.528,0.472
"147","CA52",7,"Aug","",0,3,95,"Gravel_allu",5,0.05,0,0.05,"0","Test",30.73387,104.99266,0.25,0.75
"148","CA58",22,"Sep","",0,3,95,"Gravel_allu",5,0.05,0,0.05,"0","Test",30.73017,104.99021,0.826,0.174
"149","CA70",14,"Aug","",90,0,0,"Gravel_allu",10,0.1,0,0.1,"Over_50","Test",30.76949,105.00689,0.538,0.462
"163","CA67",19,"Oct","",0,1.2,95,"Gravel_allu",5,0.1,0,0.1,"0","Test",30.7871,104.98859,0.778,0.222
"164","CA55",8,"Oct","",0,20,0,"Gravel_allu",100,0.1,0,0.1,"Less_50","Test",30.72775,104.97186,0.656,0.344
"193","CA63",19,"Sep","",0,100,80,"Gravel_allu",20,0.1,0,0.1,"0","Test",30.77164,105.01144,0.632,0.368
"194","CA63",22,"Sep","",0,100,95,"Gravel_allu",5,0.1,0,0.1,"0","Test",30.7721,105.01228,0.712,0.288
"195","CA64",20,"Jun","",0,100,95,"Gravel_allu",5,0.1,0,0.1,"0","Test",30.72912,104.97778,0.444,0.556
"196","CA70",22,"Aug","",0,100,95,"Gravel_allu",5,0.1,0,0.1,"0","Test",30.77424,105.01532,0.496,0.504
"197","CA72",20,"Aug","",0,100,95,"Gravel_allu",5,0.1,0,0.1,"0","Test",30.7338,104.99127,0.338,0.662
"198","CA52",19,"Jun","",0,2,30,"Gravel_allu",70,0.15,0,0.15,"0","Test",30.73164,104.99052,0.438,0.562
"199","CA53",11,"Sep","",20,0,50,"Gravel_allu",30,0.2,0,0.2,"Over_50","Test",30.78062,104.9855,0.96,0.04
"200","CA66",9,"Oct","",20,0,70,"Gravel_allu",10,0.2,0,0.2,"0","Test",30.73094,104.98582,0.818,0.182
"201","CA67",14,"May","",40,0,40,"Gravel_allu",20,0.2,0,0.2,"Over_50","Test",30.78677,104.98902,0.4,0.6
"202","CA67",15,"Apr","",60,0,10,"Gravel_allu",20,0.2,0,0.2,"Over_50","Test",30.78468,104.98826,0.414,0.586
"203","CA64",7,"Apr","",0,0.8,95,"Gravel_allu",5,0.2,0,0.2,"Less_50","Test",30.73176,104.97887,0.358,0.642
"204","CA53",10,"Oct","",0,1,70,"Gravel_allu",30,0.2,0,0.2,"0","Test",30.78019,104.98618,0.852,0.148
"205","CA66",7,"Jun","",0,1,70,"Gravel_allu",30,0.2,0,0.2,"Less_50","Test",30.73109,104.98596,0.234,0.766
"206","CA68",7,"Sep","",0,1,98,"Gravel_allu",2,0.2,0,0.2,"0","Test",30.73724,104.98558,0.554,0.446
"207","CA68",21,"Jul","",0,1.5,80,"Gravel_allu",20,0.2,0,0.2,"0","Test",30.73964,104.9853,0.488,0.512
"208","CA68",21,"Jun","",0,1.5,90,"Gravel_allu",10,0.2,0,0.2,"0","Test",30.73708,104.9836,0.388,0.612
"225","CA58",10,"Oct","",0,3,80,"Gravel_allu",20,0.2,0,0.2,"0","Test",30.73001,104.98991,0.682,0.318
"226","CA67",18,"Sep","",0,3,90,"Gravel_allu",10,0.2,0,0.2,"0","Test",30.78865,104.98821,0.772,0.228
"227","CA57",21,"Sep","",0,5,70,"Gravel_allu",30,0.2,0,0.2,"0","Test",30.77204,105.02331,0.77,0.23
"228","CA58",20,"Aug","",0,100,95,"Gravel_allu",5,0.2,0,0.2,"0","Test",30.72907,104.99231,0.336,0.664
"229","CA58",22,"May","",0,100,90,"Gravel_allu",10,0.2,0,0.2,"0","Test",30.72994,104.99059,0.72,0.28
"230","CA62",20,"Aug","",0,100,90,"Gravel_allu",10,0.2,0,0.2,"Less_50","Test",30.73255,104.98935,0.342,0.658
"231","CA63",20,"Aug","",0,100,80,"Gravel_allu",20,0.2,0,0.2,"0","Test",30.77127,105.01134,0.312,0.688
"232","CA76",19,"May","",0,100,90,"Gravel_allu",10,0.2,0,0.2,"0","Test",30.74207,105.01121,0.616,0.384
"233","CA54",22,"Aug","",0,1.25,80,"Gravel_allu",20,0.25,0,0.25,"0","Test",30.77455,105.02017,0.568,0.432
"234","CA52",23,"Jun","",0,10,20,"Gravel_allu",80,0.25,0,0.25,"Less_50","Test",30.73168,104.99075,0.358,0.642
"235","CA52",23,"Jun","",0,100,80,"Gravel_allu",20,0.25,0,0.25,"0","Test",30.7322,104.9912,0.422,0.578
"236","CA52",8,"Sep","",70,0,15,"Gravel_allu",25,0.3,0,0.3,"Over_50","Test",30.73454,104.99449,0.92,0.08
"237","CA54",14,"Oct","",50,0,10,"Gravel_allu",40,0.3,0,0.3,"Over_50","Test",30.77225,105.02022,0.418,0.582
"238","CA62",14,"Apr","",40,0,30,"Gravel_allu",30,0.3,0,0.3,"Over_50","Test",30.73322,104.98896,0.434,0.566
"239","CA62",15,"Aug","",70,0,20,"Gravel_allu",10,0.3,0,0.3,"Over_50","Test",30.7331,104.98949,0.494,0.506
"240","CA66",13,"Apr","",80,0,10,"Gravel_allu",10,0.3,0,0.3,"Over_50","Test",30.73122,104.98768,0.438,0.562
"241","CA67",10,"Apr","",20,0,10,"Gravel_allu",70,0.3,0,0.3,"Over_50","Test",30.78481,104.98844,0.63,0.37
"242","CA69",21,"Jul","",20,0,70,"Gravel_allu",10,0.3,0,0.3,"0","Test",30.77389,105.01488,0.546,0.454
"243","CA74",16,"Apr","",70,0,20,"Gravel_allu",10,0.3,0,0.3,"Over_50","Test",30.73514,105.0009,0.448,0.552
"244","CA63",20,"Jul","",0,1,50,"Gravel_allu",50,0.3,0,0.3,"Over_50","Test",30.77302,105.01304,0.746,0.254
"245","CA71",22,"Oct","",0,1,70,"Gravel_allu",30,0.3,0,0.3,"Less_50","Test",30.7287,104.98759,0.88,0.12
"246","CA66",21,"Jun","",0,1.3,90,"Gravel_allu",10,0.3,0,0.3,"0","Test",30.73201,104.98592,0.4,0.6
"247","CA52",12,"Oct","",0,1.5,60,"Gravel_allu",40,0.3,0,0.3,"Less_50","Test",30.73425,104.99026,0.824,0.176
"248","CA54",19,"Sep","",0,1.5,80,"Gravel_allu",20,0.3,0,0.3,"Less_50","Test",30.77369,105.0208,0.722,0.278
"249","CA64",18,"Aug","",0,1.5,70,"Gravel_allu",30,0.3,0,0.3,"Less_50","Test",30.7297,104.97788,0.502,0.498
"250","CA60",10,"Oct","",0,2,50,"Gravel_allu",50,0.3,0,0.3,"Over_50","Test",30.71368,104.97082,0.908,0.092
"251","CA62",10,"Apr","",0,2,60,"Gravel_allu",40,0.3,0,0.3,"Over_50","Test",30.73269,104.98962,0.65,0.35
"252","CA66",22,"Jun","",0,2,80,"Gravel_allu",20,0.3,0,0.3,"0","Test",30.73034,104.98645,0.388,0.612
"253","CA68",9,"Sep","",0,2,90,"Gravel_allu",10,0.3,0,0.3,"0","Test",30.73697,104.98337,0.786,0.214
"254","CA70",17,"Jul","",0,2,40,"Gravel_allu",60,0.3,0,0.3,"Less_50","Test",30.77246,105.01657,0.224,0.776
"255","CA59",22,"May","",0,2.5,90,"Gravel_allu",10,0.3,0,0.3,"0","Test",30.77732,105.01867,0.764,0.236
"256","CA52",20,"May","",0,3,90,"Gravel_allu",10,0.3,0,0.3,"Less_50","Test",30.73144,104.99007,0.642,0.358
"257","CA59",19,"Jun","",0,4,90,"Gravel_allu",10,0.3,0,0.3,"0","Test",30.77802,105.01895,0.34,0.66
"258","CA68",9,"Oct","",0,4,70,"Gravel_allu",30,0.3,0,0.3,"Less_50","Test",30.73806,104.98437,0.858,0.142
"259","CA73",8,"Jun","",0,5,60,"Gravel_allu",40,0.3,0,0.3,"Less_50","Test",30.73133,104.98182,0.65,0.35
"260","CA64",20,"Jun","",0,10,80,"Gravel_allu",20,0.3,0,0.3,"0","Test",30.72909,104.98046,0.4,0.6
"261","CA53",18,"Jul","",0,100,70,"Gravel_allu",30,0.3,0,0.3,"Less_50","Test",30.78237,104.98485,0.404,0.596
"262","CA57",9,"May","",0,100,80,"Gravel_allu",20,0.3,0,0.3,"Less_50","Test",30.77032,105.02235,0.516,0.484
"263","CA58",16,"Oct","",0,100,20,"Gravel_allu",80,0.3,0,0.3,"Over_50","Test",30.72991,104.99015,0.8,0.2
"264","CA63",13,"Jun","",0,100,0,"Gravel_allu",100,0.3,0,0.3,"Over_50","Test",30.77418,105.01318,0.422,0.578
"265","CA65",19,"Sep","",0,100,0,"Gravel_allu",100,0.3,0,0.3,"Over_50","Test",30.74494,105.00761,0.53,0.47
"266","CA66",20,"Aug","",0,100,0,"Gravel_allu",100,0.3,0,0.3,"Over_50","Test",30.72796,104.98492,0.236,0.764
"267","CA67",23,"Aug","",0,100,95,"Gravel_allu",5,0.3,0,0.3,"Less_50","Test",30.78475,104.98718,0.57,0.43
"268","CA70",21,"Jul","",0,100,90,"Gravel_allu",10,0.3,0,0.3,"0","Test",30.7739,105.01489,0.41,0.59
"269","CA70",21,"May","",0,100,80,"Gravel_allu",20,0.3,0,0.3,"0","Test",30.77334,105.0146,0.686,0.314
"270","CA52",14,"Oct","",30,0,60,"Gravel_allu",10,0.4,0,0.4,"Over_50","Test",30.73417,104.99148,0.324,0.676
"271","CA53",11,"May","",20,0,40,"Gravel_allu",40,0.4,0,0.4,"Over_50","Test",30.78018,104.98633,0.572,0.428
"272","CA61",12,"Apr","",40,0,20,"Gravel_allu",40,0.4,0,0.4,"Over_50","Test",30.72982,104.9894,0.484,0.516
"273","CA62",7,"Jun","",60,0,30,"Gravel_allu",10,0.4,0,0.4,"Over_50","Test",30.73309,104.98933,0.236,0.764
"274","CA64",12,"Oct","",60,0,0,"Gravel_allu",40,0.4,0,0.4,"Over_50","Test",30.72641,104.97812,0.9,0.1
"275","CA65",19,"Apr","",20,0,10,"Gravel_allu",70,0.4,0,0.4,"Over_50","Test",30.74487,105.01106,0.688,0.312
"276","CA66",9,"May","",10,0,20,"Gravel_allu",70,0.4,0,0.4,"Over_50","Test",30.73096,104.98631,0.526,0.474
"277","CA66",13,"May","",10,0,20,"Gravel_allu",70,0.4,0,0.4,"Over_50","Test",30.73097,104.98633,0.356,0.644
"278","CA66",19,"May","",10,0,30,"Gravel_allu",60,0.4,0,0.4,"Over_50","Test",30.73098,104.98631,0.47,0.53
"279","CA70",12,"Apr","",90,0,0,"Gravel_allu",10,0.4,0,0.4,"Over_50","Test",30.77177,105.01513,0.462,0.538
"280","CA72",1,"Sep","",30,0,10,"Gravel_allu",60,0.4,0,0.4,"0","Test",30.73312,104.98917,0.422,0.578
"281","CA64",12,"Apr","",0,0.6,50,"Gravel_allu",50,0.4,0,0.4,"Over_50","Test",30.73443,104.97811,0.498,0.502
"282","CA73",21,"Jun","",0,0.6,60,"Gravel_allu",40,0.4,0,0.4,"Over_50","Test",30.7319,104.98565,0.47,0.53
