"","ID","TimeS","Month","Usable","Rock_per","DNR","Soil_per","Soil_type","Vegetation_per","Vegetation_height","DNV","DNV_height","Concealment","Set","LocationN","LocationE","N","Y"
"504","CA56",16,"Aug","",0,100,50,"Gravel_allu",0,1,0,1,"Over_50","Test",30.72736,104.97127,0.428,0.572
"505","CA58",12,"Apr","",0,100,10,"Gravel_allu",90,1,0,1,"Over_50","Test",30.73008,104.99017,0.402,0.598
"506","CA62",13,"Jul","",0,100,60,"Gravel_allu",40,1,0,1,"Over_50","Test",30.73125,104.98956,0.448,0.552
"507","CA63",13,"Apr","",0,100,30,"Gravel_allu",70,1,0,1,"Over_50","Test",30.77184,105.01164,0.49,0.51
"508","CA63",19,"Oct","",0,100,50,"Gravel_allu",50,1,0,1,"Over_50","Test",30.77582,105.01691,0.532,0.468
"509","CA65",8,"Oct","",0,100,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.74498,105.00724,0.848,0.152
"510","CA68",11,"Aug","",0,100,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.73661,104.98127,0.502,0.498
"511","CA68",17,"Aug","",0,100,50,"Gravel_allu",50,1,0,1,"Over_50","Test",30.73697,104.98348,0.51,0.49
"512","CA69",9,"Aug","",0,100,10,"Gravel_allu",90,1,0,1,"Over_50","Test",30.77562,105.01425,0.326,0.674
"513","CA69",14,"Apr","",0,100,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.77451,105.01694,0.506,0.494
"514","CA69",22,"Jul","",0,100,90,"Gravel_allu",10,1,0,1,"Less_50","Test",30.77615,105.0168,0.556,0.444
"515","CA58",20,"Aug","",0,2,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.73129,104.9892,0.158,0.842
"516","CA70",15,"Jul","",0,2,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.77404,105.01509,0.34,0.66
"517","CA64",21,"Jul","",0,2.5,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.73092,104.97916,0.332,0.668
"518","CA67",22,"Sep","",0,3,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.78359,104.98405,0.678,0.322
"519","CA69",11,"Aug","",0,3,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.77262,105.01637,0.424,0.576
"520","CA70",17,"Apr","",0,4,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.77202,105.01497,0.572,0.428
"521","CA73",15,"Apr","",0,5,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.7315,104.98509,0.46,0.54
"522","CA63",12,"Apr","",0,100,50,"Gravel_allu",50,1.2,0,1.2,"Over_50","Test",30.77323,105.01406,0.45,0.55
"523","CA67",21,"Jul","",0,100,50,"Gravel_allu",50,1.2,0,1.2,"Over_50","Test",30.78713,104.98803,0.632,0.368
"524","CA69",11,"Apr","",0,100,40,"Gravel_allu",60,1.2,0,1.2,"Less_50","Test",30.7736,105.01594,0.6,0.4
"525","CA69",20,"Sep","",0,100,60,"Gravel_allu",40,1.2,0,1.2,"Over_50","Test",30.7735,105.01609,0.704,0.296
"526","CA76",9,"Sep","",0,100,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.74242,105.00971,0.928,0.072
"527","CA76",14,"Sep","",0,100,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.74644,105.00892,0.632,0.368
"528","CA65",16,"Aug","",70,0,20,"Gravel_allu",10,1.3,0,1.3,"Over_50","Test",30.7439,105.01116,0.608,0.392
"529","CA70",14,"Aug","",0,2,70,"Gravel_allu",30,1.3,0,1.3,"Over_50","Test",30.77315,105.01342,0.298,0.702
"530","CA66",15,"Sep","",0,5,20,"Gravel_allu",80,1.3,0,1.3,"Over_50","Test",30.72946,104.98599,0.706,0.294
"531","CA59",13,"Jul","",0,100,50,"Gravel_allu",50,1.3,0,1.3,"Over_50","Test",30.77566,105.01716,0.41,0.59
"532","CA65",17,"Sep","",0,100,0,"Gravel_allu",100,1.3,0,1.3,"Over_50","Test",30.74579,105.00833,0.328,0.672
"533","CA66",16,"Jun","",0,100,40,"Gravel_allu",60,1.3,0,1.3,"Over_50","Test",30.73136,104.98604,0.444,0.556
"534","CA64",19,"Aug","",0,2,0,"Gravel_allu",100,1.4,0,1.4,"Over_50","Test",30.72509,104.98362,0.22,0.78
"535","CA62",20,"Aug","",0,100,20,"Gravel_allu",80,1.4,0,1.4,"Over_50","Test",30.73238,104.9894,0.166,0.834
"536","CA71",9,"Jul","",0,100,40,"Gravel_allu",60,1.4,0,1.4,"Over_50","Test",30.73088,104.98901,0.6,0.4
"537","CA72",20,"Aug","",0,100,20,"Gravel_allu",80,1.4,0,1.4,"Over_50","Test",30.73238,104.9894,0.166,0.834
"538","CA76",14,"Sep","",0,100,0,"Gravel_allu",100,1.4,0,1.4,"Over_50","Test",30.74624,105.00893,0.548,0.452
"539","CA76",17,"Oct","",0,100,0,"Gravel_allu",100,1.4,0,1.4,"Over_50","Test",30.74578,105.00846,0.308,0.692
"540","CA67",15,"Oct","",20,0,0,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.79211,104.99302,0.744,0.256
"541","CA72",8,"May","",40,0,40,"Gravel_allu",20,1.5,0,1.5,"Less_50","Test",30.72882,104.98987,0.532,0.468
"542","CA68",17,"Sep","",0,1,30,"Gravel_allu",70,1.5,0,1.5,"Over_50","Test",30.73543,104.98658,0.45,0.55
"543","CA52",14,"Apr","",0,1.5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.73406,104.99248,0.572,0.428
"544","CA52",14,"Apr","",0,1.5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.73398,104.99249,0.572,0.428
"545","CA52",15,"Apr","",0,1.5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.733397,104.99255,0.56,0.44
"546","CA56",9,"Jul","",0,2,95,"Gravel_allu",5,1.5,0,1.5,"Less_50","Test",30.72835,104.97273,0.628,0.372
"547","CA71",18,"Aug","",0,2,0,"Gravel_allu",100,1.5,0,1.5,"Over_50","Test",30.72994,104.98269,0.318,0.682
"548","CA58",21,"Jun","",0,3,90,"Gravel_allu",10,1.5,0,1.5,"Over_50","Test",30.73011,104.98941,0.386,0.614
"549","CA59",13,"Aug","",0,5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.77633,105.01586,0.374,0.626
"550","CA76",19,"Jun","",0,15,60,"Gravel_allu",40,1.5,0,1.5,"Over_50","Test",30.74158,105.00934,0.438,0.562
"551","CA54",15,"Sep","",0,25,50,"Gravel_allu",50,1.5,0,1.5,"Over_50","Test",30.77643,105.01595,0.396,0.604
"552","CA56",8,"Aug","",0,100,90,"Gravel_allu",10,1.5,0,1.5,"Less_50","Test",30.72807,104.97259,0.372,0.628
"553","CA59",18,"May","",0,100,80,"Gravel_allu",20,1.5,0,1.5,"Less_50","Test",30.77812,105.01674,0.518,0.482
"554","CA63",14,"Jul","",0,100,10,"Gravel_allu",90,1.5,0,1.5,"Over_50","Test",30.77359,105.01266,0.448,0.552
"555","CA70",19,"Sep","",0,100,0,"Gravel_allu",100,1.5,0,1.5,"Over_50","Test",30.77347,105.01461,0.322,0.678
"556","CA76",10,"Jun","",0,100,50,"Gravel_allu",50,1.6,0,1.6,"Over_50","Test",30.74267,104.01134,0.378,0.622
"557","CA76",13,"Aug","",0,100,10,"Gravel_allu",90,1.6,0,1.6,"Over_50","Test",30.74291,105.01192,0.382,0.618
"558","CA65",18,"May","",0,100,10,"Gravel_allu",90,1.7,0,1.7,"Over_50","Test",30.74284,105.01177,0.346,0.654
"559","CA67",11,"Oct","",0,1.2,50,"Gravel_allu",50,1.8,0,1.8,"Over_50","Test",30.78776,104.98739,0.956,0.044
"560","CA64",16,"Apr","",0,2,30,"Gravel_allu",70,1.8,0,1.8,"Over_50","Test",30.73433,104.979,0.55,0.45
"561","CA68",12,"Apr","",0,2.5,0,"Gravel_allu",100,1.8,0,1.8,"Over_50","Test",30.73983,104.98463,0.516,0.484
"562","CA70",10,"May","",0,100,80,"Gravel_allu",20,1.8,0,1.8,"Over_50","Test",30.77325,105.01566,0.488,0.512
"563","CA53",12,"Oct","",0,2,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.7806,104.98597,0.86,0.14
"564","CA53",18,"Sep","",0,2,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.78057,104.98602,0.328,0.672
"565","CA59",15,"Oct","",0,2,50,"Gravel_allu",50,2,0,2,"Over_50","Test",30.77798,105.01646,0.476,0.524
"566","CA61",13,"Apr","",0,4,20,"Gravel_allu",80,2,0,2,"Over_50","Test",30.73019,104.99022,0.548,0.452
"567","CA62",11,"Oct","",0,4,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.7307,104.98911,0.93,0.07
"568","CA57",19,"Aug","",0,15,50,"Gravel_allu",50,2,0,2,"Over_50","Test",30.77007,105.02431,0.524,0.476
"569","CA56",12,"Sep","",0,100,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.72791,104.97255,0.86,0.14
"570","CA70",13,"Apr","",0,100,20,"Gravel_allu",80,2.5,0,2.5,"Over_50","Test",30.77315,105.01543,0.496,0.504
"571","CA70",16,"May","",0,100,20,"Gravel_allu",80,2.5,0,2.5,"Over_50","Test",30.77315,105.0154,0.58,0.42
"572","CA65",12,"Oct","",40,0,20,"Gravel_allu",40,3,0,3,"Over_50","Test",30.74232,105.00851,0.914,0.086
"629","CA52",11,"Jul","",60,0,40,"Sand",0,0,15,2,"Over_50","Test",30.7321,104.9916,0.358,0.642
"630","CA52",22,"Jun","",0,5,100,"Sand",0,0,1,0.8,"0","Test",30.73056,104.98984,0.696,0.304
"631","CA52",8,"May","",0,20,100,"Sand",0,0,1.5,1.5,"0","Test",30.73051,104.98981,0.646,0.354
"632","CA61",21,"Jul","",0,100,100,"Sand",0,0,0.7,0.8,"0","Test",30.73119,104.98946,0.222,0.778
"633","CA71",21,"Jul","",0,3,30,"Sand",70,0.1,0,0.1,"0","Test",30.73079,104.98914,0.326,0.674
"674","CA52",19,"Jul","",60,0,10,"Sand",30,0.2,0,0.2,"Less_50","Test",30.73061,104.99036,0.732,0.268
"675","CA52",21,"May","",40,0,40,"Sand",10,0.2,0,0.2,"0","Test",30.73221,104.99129,0.598,0.402
"690","CA64",10,"Oct","",0,3,90,"Sand",10,0.2,0,0.2,"Less_50","Test",30.72589,104.98017,0.592,0.408
"691","CA55",13,"Oct","",0,15,20,"Sand",80,0.2,0,0.2,"Over_50","Test",30.72779,104.97173,0.548,0.452
"692","CA58",8,"Sep","",0,100,50,"Sand",50,0.2,0,0.2,"Less_50","Test",30.73074,104.98953,0.712,0.288
"793","CA67",10,"Apr","",70,0,20,"Sand",10,0.3,0,0.3,"Over_50","Test",30.78531,104.98891,0.45,0.55
"794","CA63",18,"Aug","",0,100,30,"Sand",70,0.3,0,0.3,"Over_50","Test",30.77296,105.01466,0.538,0.462
"795","CA71",22,"Jun","",0,100,90,"Sand",10,0.3,0,0.3,"0","Test",30.73097,104.98914,0.494,0.506
"796","CA66",9,"Sep","",60,0,10,"Sand",30,0.4,0,0.4,"Over_50","Test",30.72758,104.98415,0.912,0.088
"797","CA66",16,"Sep","",60,0,10,"Sand",30,0.4,0,0.4,"Over_50","Test",30.72762,104.98418,0.832,0.168
"798","CA57",20,"Jun","",50,0,30,"Sand",20,0.5,0,0.5,"Over_50","Test",30.77084,105.02055,0.49,0.51
"799","CA64",23,"Sep","",20,0,40,"Sand",40,0.5,0,0.5,"Over_50","Test",30.72479,104.98145,0.644,0.356
"800","CA74",13,"Apr","",70,0,10,"Sand",20,0.5,0,0.5,"Over_50","Test",30.73292,105.00221,0.25,0.75
"801","CA64",16,"Oct","",0,0.5,20,"Sand",80,0.5,0,0.5,"Over_50","Test",30.72705,104.98093,0.854,0.146
"802","CA52",20,"Aug","",0,3,90,"Sand",10,0.5,0,0.5,"Over_50","Test",30.73317,104.99212,0.486,0.514
"803","CA55",20,"Sep","",0,5,90,"Sand",10,0.5,0,0.5,"Less_50","Test",30.72788,104.97176,0.75,0.25
"804","CA66",0,"Aug","",0,5,30,"Sand",70,0.5,0,0.5,"Less_50","Test",30.73145,104.98692,0.386,0.614
"805","CA55",8,"Sep","",0,6,90,"Sand",10,0.5,0,0.5,"Less_50","Test",30.72786,104.97172,0.59,0.41
"806","CA55",13,"Sep","",0,6,90,"Sand",10,0.5,0,0.5,"Less_50","Test",30.72787,104.97171,0.166,0.834
"807","CA56",8,"Sep","",0,15,30,"Sand",70,0.5,0,0.5,"Over_50","Test",30.72853,104.97224,0.916,0.084
"808","CA56",15,"Apr","",0,15,20,"Sand",80,0.5,0,0.5,"Over_50","Test",30.72927,104.97308,0.402,0.598
"809","CA55",23,"Sep","",0,100,90,"Sand",10,0.5,0,0.5,"Less_50","Test",30.72787,104.97177,0.576,0.424
"810","CA56",20,"Jul","",0,100,70,"Sand",30,0.5,0,0.5,"0","Test",30.72816,104.97239,0.526,0.474
"811","CA68",19,"Jul","",10,100,20,"Sand",80,0.5,0,0.5,"Over_50","Test",30.74484,105.00663,0.268,0.732
"812","CA54",19,"Jun","",0,100,20,"Sand",80,0.6,0,0.6,"Over_50","Test",30.77346,105.02698,0.262,0.738
"813","CA56",8,"Sep","",0,100,70,"Sand",30,0.6,0,0.6,"Over_50","Test",30.7282,104.97243,0.906,0.094
"814","CA64",12,"Jul","",0,0.6,40,"Sand",60,0.7,0,0.7,"Over_50","Test",30.73139,104.97962,0.492,0.508
"815","CA73",8,"Aug","",0,5,30,"Sand",70,0.7,0,0.7,"Over_50","Test",30.73199,104.9857,0.336,0.664
"816","CA58",20,"May","",0,20,20,"Sand",80,0.7,0,0.7,"Over_50","Test",30.73058,104.98983,0.572,0.428
"817","CA61",20,"Jun","",0,20,60,"Sand",40,0.7,0,0.7,"Less_50","Test",30.73041,104.98885,0.548,0.452
"818","CA56",7,"Sep","",0,100,40,"Sand",60,0.7,0,0.7,"Less_50","Test",30.72822,104.97232,0.776,0.224
"819","CA65",11,"Aug","",0,100,40,"Sand",60,0.7,0,0.7,"Over_50","Test",30.74305,105.00925,0.67,0.33
"820","CA57",15,"Sep","",45,0,5,"Sand",50,0.75,0,0.75,"Over_50","Test",30.77255,105.02197,0.724,0.276
"821","CA61",12,"Apr","",10,0,10,"Sand",80,0.75,0,0.75,"Over_50","Test",30.72987,104.98936,0.342,0.658
"822","CA72",8,"May","",0,1.5,70,"Sand",30,0.8,0,0.8,"Less_50","Test",30.73916,104.98877,0.498,0.502
"823","CA71",20,"Jul","",0,2,20,"Sand",80,0.8,0,0.8,"Over_50","Test",30.73099,104.98969,0.304,0.696
"824","CA62",15,"Sep","",0,100,20,"Sand",80,0.8,0,0.8,"Over_50","Test",30.73101,104.98909,0.72,0.28
"825","CA65",15,"Oct","",0,100,10,"Sand",90,0.8,0,0.8,"Over_50","Test",30.74293,105.00983,0.97,0.03
"826","CA70",8,"Oct","",0,3,80,"Sand",20,0.9,0,0.9,"Over_50","Test",30.77298,105.01362,0.714,0.286
"827","CA69",11,"Apr","",0,1,10,"Sand",90,1,0,1,"Over_50","Test",30.77565,105.01691,0.62,0.38
"828","CA56",9,"Aug","",0,2.5,60,"Sand",40,1,0,1,"Over_50","Test",30.7282,104.97263,0.712,0.288
"829","CA69",18,"Jul","",0,2.5,80,"Sand",20,1,0,1,"Over_50","Test",30.77435,105.01742,0.316,0.684
"830","CA58",0,"Aug","",0,100,20,"Sand",80,1,0,1,"Over_50","Test",30.7313,104.98938,0.31,0.69
"831","CA59",10,"Jul","",0,100,10,"Sand",90,1,0,1,"Over_50","Test",30.77806,105.01819,0.75,0.25
"832","CA68",19,"Jun","",0,100,70,"Sand",30,1,0,1,"Over_50","Test",30.7363,104.98339,0.426,0.574
"833","CA70",17,"Jul","",0,100,20,"Sand",80,1,0,1,"Over_50","Test",30.77256,105.01174,0.344,0.656
"834","CA72",9,"Oct","",0,100,40,"Sand",60,1,0,1,"Less_50","Test",30.73245,104.98623,0.916,0.084
"986","CA66",0,"Aug","",0,2,10,"Sand",90,1.1,0,1.1,"Over_50","Test",30.73189,104.98609,0.35,0.65
"987","CA68",13,"May","",40,0,20,"Sand",30,1.2,0,1.2,"Over_50","Test",30.73815,104.98312,0.41,0.59
"988","CA68",17,"May","",40,0,20,"Sand",30,1.2,0,1.2,"Over_50","Test",30.73815,104.98309,0.476,0.524
"989","CA64",10,"Oct","",0,7,30,"Sand",70,1.2,0,1.2,"Over_50","Test",30.72567,104.98141,0.942,0.058
"990","CA65",10,"Jul","",0,100,40,"Sand",60,1.2,0,1.2,"Less_50","Test",30.74306,105.00937,0.61,0.39
"991","CA66",22,"Sep","",0,2,40,"Sand",60,1.3,0,1.3,"Over_50","Test",30.73086,104.98614,0.688,0.312
"992","CA73",13,"Sep","",0,2,40,"Sand",60,1.3,0,1.3,"Over_50","Test",30.73212,104.98607,0.554,0.446
"993","CA73",14,"Aug","",0,2,30,"Sand",70,1.3,0,1.3,"Over_50","Test",30.73118,104.98623,0.476,0.524
"994","CA69",11,"May","",0,2.5,70,"Sand",30,1.3,0,1.3,"Over_50","Test",30.77439,105.01742,0.654,0.346
"995","CA70",17,"Oct","",0,100,10,"Sand",90,1.3,0,1.3,"Over_50","Test",30.77291,105.01369,0.29,0.71
"996","CA56",12,"Sep","",0,20,30,"Sand",70,1.4,0,1.4,"Over_50","Test",30.72859,104.97243,0.948,0.052
"997","CA76",13,"Sep","",0,100,20,"Sand",80,1.4,0,1.4,"Over_50","Test",30.7429,105.0097,0.726,0.274
"998","CA68",16,"Aug","",10,0,20,"Sand",70,1.5,0,1.5,"Over_50","Test",30.7384,104.98537,0.704,0.296
"999","CA73",14,"Sep","",30,0,40,"Sand",30,1.5,0,1.5,"Over_50","Test",30.73109,104.9861,0.462,0.538
"1000","CA66",15,"Oct","",0,1.2,10,"Sand",90,1.5,0,1.5,"Over_50","Test",30.72865,104.98737,0.884,0.116
"1001","CA56",17,"Aug","",0,1.5,30,"Sand",70,1.5,0,1.5,"Over_50","Test",30.72669,104.9712,0.698,0.302
"1002","CA53",14,"Aug","",0,2,20,"Sand",80,1.5,0,1.5,"Over_50","Test",30.78238,104.98479,0.476,0.524
"1003","CA53",15,"Jul","",0,2,20,"Sand",80,1.5,0,1.5,"Over_50","Test",30.78237,104.98482,0.336,0.664
"1004","CA53",17,"Jun","",0,2,20,"Sand",80,1.5,0,1.5,"Over_50","Test",30.78237,104.98482,0.356,0.644
"1005","CA56",9,"May","",0,2,30,"Sand",70,1.5,0,1.5,"Over_50","Test",30.72821,104.97264,0.58,0.42
"1006","CA56",20,"May","",0,2,30,"Sand",70,1.5,0,1.5,"Over_50","Test",30.72821,104.97262,0.546,0.454
"1007","CA69",17,"Oct","",0,2.5,60,"Sand",40,1.5,0,1.5,"Over_50","Test",30.77383,105.01591,0.804,0.196
"1008","CA56",15,"Sep","",0,3,80,"Sand",20,1.5,0,1.5,"Over_50","Test",30.72816,104.9726,0.568,0.432
"1009","CA73",18,"Aug","",0,3,70,"Sand",30,1.5,0,1.5,"Over_50","Test",30.73218,104.9856,0.6,0.4
"1010","CA61",20,"Jun","",0,3.5,90,"Sand",10,1.5,0,1.5,"Over_50","Test",30.73009,104.98898,0.43,0.57
"1011","CA68",20,"Jul","",0,5,80,"Sand",20,1.5,0,1.5,"Over_50","Test",30.73878,104.9857,0.562,0.438
"1012","CA58",23,"Oct","",0,100,90,"Sand",10,1.5,0,1.5,"Less_50","Test",30.73051,104.98978,0.816,0.184
"1013","CA62",20,"Jun","",0,100,10,"Sand",90,1.5,0,1.5,"Over_50","Test",30.73106,104.9892,0.176,0.824
"1014","CA71",23,"Jun","",0,100,20,"Sand",80,1.5,0,1.5,"Over_50","Test",30.73073,104.9893,0.102,0.898
"1031","CA73",14,"Sep","",0,1.3,20,"Sand",80,1.7,0,1.7,"Over_50","Test",30.73177,104.98605,0.512,0.488
"1032","CA67",17,"Apr","",0,10,30,"Sand",70,1.7,0,1.7,"Over_50","Test",30.78835,104.98925,0.53,0.47
"1033","CA53",16,"Jul","",0,2,50,"Sand",50,1.75,0,1.75,"Over_50","Test",30.77871,104.98177,0.154,0.846
"1034","CA61",10,"Jul","",0,10,90,"Sand",10,1.8,0,1.8,"Over_50","Test",30.73013,104.98891,0.416,0.584
"1035","CA72",16,"Oct","",0,0.7,10,"Sand",90,2,0,2,"Over_50","Test",30.72902,104.98866,0.816,0.184
"1036","CA73",22,"Jun","",0,2,60,"Sand",40,2,0,2,"Over_50","Test",30.73192,104.98568,0.392,0.608
"1037","CA53",12,"May","",0,2.5,30,"Sand",70,2,0,2,"Over_50","Test",30.7815,104.98375,0.536,0.464
"1038","CA73",8,"Sep","",0,3,20,"Sand",80,2,0,2,"Over_50","Test",30.73158,104.98605,0.954,0.046
"1039","CA73",14,"Apr","",0,5,80,"Sand",20,2,0,2,"Over_50","Test",30.73175,104.98608,0.22,0.78
"1040","CA71",19,"Sep","",0,10,20,"Sand",80,2,0,2,"Over_50","Test",30.7319,104.98568,0.304,0.696
"1041","CA55",15,"Sep","",30,0,20,"Sand",50,2.5,0,2.5,"Over_50","Test",30.72786,104.97168,0.756,0.244
"1042","CA58",12,"Jul","",50,0,40,"Sand",10,2.5,10,2.5,"Over_50","Test",30.73011,104.98875,0.308,0.692
"1043","CA55",14,"Oct","",50,0,10,"Sand",40,3,0,3,"Over_50","Test",30.72782,104.97175,0.466,0.534
"1044","CA55",17,"Oct","",50,0,10,"Sand",40,3,0,3,"Over_50","Test",30.72786,104.97173,0.56,0.44
"1045","CA55",13,"Sep","",0,1.25,80,"Sand",20,3,0,3,"Over_50","Test",30.72785,104.97166,0.33,0.67
"1046","CA55",9,"Oct","",0,1.5,80,"Sand",20,3,0,3,"Over_50","Test",30.72789,104.97168,0.754,0.246
"1047","CA58",9,"Jul","",0,15,30,"Sand",70,3,0,3,"Over_50","Test",30.73153,104.98878,0.448,0.552
